id,title,description,availability,condition,price,link,image_link,brand
CeramicBowl-GreenSpout,Matcha Bowl + Chasen Holder Ceramic Premium - Green Spout,"Matcha Bowl + Chasen Holder Ceramic Premium varian Green Spout dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Mangkok Matcha (Chawan) + Chasen Stand 🍵 Mangkok Matcha Premium (Chawan) Bahan Berkualitas: Dibuat dari Ceramic premium dengan finishing marbel yang elegan atau tampilan doff yang mewah. Desain Khusus: Mulut wadah yang lebar khusus dirancang untuk pengadukan matcha, memastikan setiap seduhan Anda selalu halu Checkout mudah melalui marketplace resmi Homelab.",in stock,new,286990 IDR,https://www.homelab.co.id/shop/ceramicbowl-greenspout,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/0a56b5c159cb49e1b8486aa44c9265b6~tplv-o3syd03w52-origin-jpeg.jpeg?dr=15568&from=520841845&height=700&idc=my&ps=933b5bde&shcp=2c1af732&shp=1f0b6a75&t=555f072d&width=700,Homelab
CeramicBowl-Flowers,Matcha Bowl + Chasen Holder Ceramic Premium - Flowers,"Matcha Bowl + Chasen Holder Ceramic Premium varian Flowers dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Mangkok Matcha (Chawan) + Chasen Stand 🍵 Mangkok Matcha Premium (Chawan) Bahan Berkualitas: Dibuat dari Ceramic premium dengan finishing marbel yang elegan atau tampilan doff yang mewah. Desain Khusus: Mulut wadah yang lebar khusus dirancang untuk pengadukan matcha, memastikan setiap seduhan Anda selalu halu Checkout mudah melalui marketplace resmi Homelab.",in stock,new,286990 IDR,https://www.homelab.co.id/shop/ceramicbowl-flowers,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/0a56b5c159cb49e1b8486aa44c9265b6~tplv-o3syd03w52-origin-jpeg.jpeg?dr=15568&from=520841845&height=700&idc=my&ps=933b5bde&shcp=2c1af732&shp=1f0b6a75&t=555f072d&width=700,Homelab
CeramicBowl-RedSpout,Matcha Bowl + Chasen Holder Ceramic Premium - Red Spout,"Matcha Bowl + Chasen Holder Ceramic Premium varian Red Spout dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Mangkok Matcha (Chawan) + Chasen Stand 🍵 Mangkok Matcha Premium (Chawan) Bahan Berkualitas: Dibuat dari Ceramic premium dengan finishing marbel yang elegan atau tampilan doff yang mewah. Desain Khusus: Mulut wadah yang lebar khusus dirancang untuk pengadukan matcha, memastikan setiap seduhan Anda selalu halu Checkout mudah melalui marketplace resmi Homelab.",in stock,new,286990 IDR,https://www.homelab.co.id/shop/ceramicbowl-redspout,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/0a56b5c159cb49e1b8486aa44c9265b6~tplv-o3syd03w52-origin-jpeg.jpeg?dr=15568&from=520841845&height=700&idc=my&ps=933b5bde&shcp=2c1af732&shp=1f0b6a75&t=555f072d&width=700,Homelab
CeramicBowl-SingleFlowers,Matcha Bowl + Chasen Holder Ceramic Premium - Single Flower,"Matcha Bowl + Chasen Holder Ceramic Premium varian Single Flower dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Mangkok Matcha (Chawan) + Chasen Stand 🍵 Mangkok Matcha Premium (Chawan) Bahan Berkualitas: Dibuat dari Ceramic premium dengan finishing marbel yang elegan atau tampilan doff yang mewah. Desain Khusus: Mulut wadah yang lebar khusus dirancang untuk pengadukan matcha, memastikan setiap seduhan Anda selalu halu Checkout mudah melalui marketplace resmi Homelab.",in stock,new,286990 IDR,https://www.homelab.co.id/shop/ceramicbowl-singleflowers,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/0a56b5c159cb49e1b8486aa44c9265b6~tplv-o3syd03w52-origin-jpeg.jpeg?dr=15568&from=520841845&height=700&idc=my&ps=933b5bde&shcp=2c1af732&shp=1f0b6a75&t=555f072d&width=700,Homelab
CeramicBowl-Jade,Matcha Bowl + Chasen Holder Ceramic Premium - Jade,"Matcha Bowl + Chasen Holder Ceramic Premium varian Jade dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Mangkok Matcha (Chawan) + Chasen Stand 🍵 Mangkok Matcha Premium (Chawan) Bahan Berkualitas: Dibuat dari Ceramic premium dengan finishing marbel yang elegan atau tampilan doff yang mewah. Desain Khusus: Mulut wadah yang lebar khusus dirancang untuk pengadukan matcha, memastikan setiap seduhan Anda selalu halu Checkout mudah melalui marketplace resmi Homelab.",in stock,new,286990 IDR,https://www.homelab.co.id/shop/ceramicbowl-jade,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/0a56b5c159cb49e1b8486aa44c9265b6~tplv-o3syd03w52-origin-jpeg.jpeg?dr=15568&from=520841845&height=700&idc=my&ps=933b5bde&shcp=2c1af732&shp=1f0b6a75&t=555f072d&width=700,Homelab
CeramicBowl-BlueMarbleSpout,Matcha Bowl + Chasen Holder Ceramic Premium - B.Marble Spout,"Matcha Bowl + Chasen Holder Ceramic Premium varian B.Marble Spout dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Mangkok Matcha (Chawan) + Chasen Stand 🍵 Mangkok Matcha Premium (Chawan) Bahan Berkualitas: Dibuat dari Ceramic premium dengan finishing marbel yang elegan atau tampilan doff yang mewah. Desain Khusus: Mulut wadah yang lebar khusus dirancang untuk pengadukan matcha, memastikan setiap seduhan Anda selalu halu Checkout mudah melalui marketplace resmi Homelab.",in stock,new,286990 IDR,https://www.homelab.co.id/shop/ceramicbowl-bluemarblespout,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/0a56b5c159cb49e1b8486aa44c9265b6~tplv-o3syd03w52-origin-jpeg.jpeg?dr=15568&from=520841845&height=700&idc=my&ps=933b5bde&shcp=2c1af732&shp=1f0b6a75&t=555f072d&width=700,Homelab
CeramicBowl-YellowSpout,Matcha Bowl + Chasen Holder Ceramic Premium - Yellow Spout,"Matcha Bowl + Chasen Holder Ceramic Premium varian Yellow Spout dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Mangkok Matcha (Chawan) + Chasen Stand 🍵 Mangkok Matcha Premium (Chawan) Bahan Berkualitas: Dibuat dari Ceramic premium dengan finishing marbel yang elegan atau tampilan doff yang mewah. Desain Khusus: Mulut wadah yang lebar khusus dirancang untuk pengadukan matcha, memastikan setiap seduhan Anda selalu halu Checkout mudah melalui marketplace resmi Homelab.",in stock,new,286990 IDR,https://www.homelab.co.id/shop/ceramicbowl-yellowspout,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/0a56b5c159cb49e1b8486aa44c9265b6~tplv-o3syd03w52-origin-jpeg.jpeg?dr=15568&from=520841845&height=700&idc=my&ps=933b5bde&shcp=2c1af732&shp=1f0b6a75&t=555f072d&width=700,Homelab
CeramicBowl-SoftBlueSpout,Matcha Bowl + Chasen Holder Ceramic Premium - Soft Blue Spout,"Matcha Bowl + Chasen Holder Ceramic Premium varian Soft Blue Spout dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Mangkok Matcha (Chawan) + Chasen Stand 🍵 Mangkok Matcha Premium (Chawan) Bahan Berkualitas: Dibuat dari Ceramic premium dengan finishing marbel yang elegan atau tampilan doff yang mewah. Desain Khusus: Mulut wadah yang lebar khusus dirancang untuk pengadukan matcha, memastikan setiap seduhan Anda selalu halu Checkout mudah melalui marketplace resmi Homelab.",in stock,new,286990 IDR,https://www.homelab.co.id/shop/ceramicbowl-softbluespout,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/0a56b5c159cb49e1b8486aa44c9265b6~tplv-o3syd03w52-origin-jpeg.jpeg?dr=15568&from=520841845&height=700&idc=my&ps=933b5bde&shcp=2c1af732&shp=1f0b6a75&t=555f072d&width=700,Homelab
CeramicBowl-BlackSpout,Matcha Bowl + Chasen Holder Ceramic Premium - Black Spout,"Matcha Bowl + Chasen Holder Ceramic Premium varian Black Spout dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Mangkok Matcha (Chawan) + Chasen Stand 🍵 Mangkok Matcha Premium (Chawan) Bahan Berkualitas: Dibuat dari Ceramic premium dengan finishing marbel yang elegan atau tampilan doff yang mewah. Desain Khusus: Mulut wadah yang lebar khusus dirancang untuk pengadukan matcha, memastikan setiap seduhan Anda selalu halu Checkout mudah melalui marketplace resmi Homelab.",in stock,new,286990 IDR,https://www.homelab.co.id/shop/ceramicbowl-blackspout,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/0a56b5c159cb49e1b8486aa44c9265b6~tplv-o3syd03w52-origin-jpeg.jpeg?dr=15568&from=520841845&height=700&idc=my&ps=933b5bde&shcp=2c1af732&shp=1f0b6a75&t=555f072d&width=700,Homelab
CeramicBowl-WhiteSpout-1730557157776328260-2,Matcha Bowl + Chasen Holder Ceramic Premium - White Spout,"Matcha Bowl + Chasen Holder Ceramic Premium varian White Spout dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Mangkok Matcha (Chawan) + Chasen Stand 🍵 Mangkok Matcha Premium (Chawan) Bahan Berkualitas: Dibuat dari Ceramic premium dengan finishing marbel yang elegan atau tampilan doff yang mewah. Desain Khusus: Mulut wadah yang lebar khusus dirancang untuk pengadukan matcha, memastikan setiap seduhan Anda selalu halu Checkout mudah melalui marketplace resmi Homelab.",in stock,new,286990 IDR,https://www.homelab.co.id/shop/matcha-bowl-chasen-holder-ceramic-premium-mangkuk-pengaduk-28260-ceramicbowl-whitespout-2,https://p16-oec-va.ibyteimg.com/tos-maliva-i-o3syd03w52-us/0a56b5c159cb49e1b8486aa44c9265b6~tplv-o3syd03w52-origin-jpeg.jpeg?dr=15568&from=520841845&height=700&idc=my&ps=933b5bde&shcp=2c1af732&shp=1f0b6a75&t=555f072d&width=700,Homelab
Zen-WhiskWhiteSakura,Golden Bamboo Chasen - Zen WhiteSakura,"Golden Bamboo Chasen varian Zen WhiteSakura dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Chasen / Matcha Whisk Golden Bamboo with Charm - Pengaduk Teh Matcha Green Tea Homelab matcha whisk yang dibuat dengan tangan dari bahan golden bambu alami. Karena terbuat dari bahan alami, setiap whisk memiliki keunikan tersendiri yang mungkin berbeda dari gambar yang ditampilkan. Perbedaan ini adalah hal yan Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,675000 IDR,https://www.homelab.co.id/shop/zen-whiskwhitesakura,https://cf.shopee.co.id/file/id-11134207-7r990-m0coeaakyz3409,Homelab
Zen-WhiskBlueFlower,Golden Bamboo Chasen - Blue Flower,"Golden Bamboo Chasen varian Blue Flower dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Chasen / Matcha Whisk Golden Bamboo with Charm - Pengaduk Teh Matcha Green Tea Homelab matcha whisk yang dibuat dengan tangan dari bahan golden bambu alami. Karena terbuat dari bahan alami, setiap whisk memiliki keunikan tersendiri yang mungkin berbeda dari gambar yang ditampilkan. Perbedaan ini adalah hal yan Checkout mudah melalui marketplace resmi Homelab.",in stock,new,350000 IDR,https://www.homelab.co.id/shop/zen-whiskblueflower,https://cf.shopee.co.id/file/id-11134207-7r990-m0coeaakyz3409,Homelab
Zen-WhiskJadeLeaf,Golden Bamboo Chasen - Jade Leaf,"Golden Bamboo Chasen varian Jade Leaf dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Chasen / Matcha Whisk Golden Bamboo with Charm - Pengaduk Teh Matcha Green Tea Homelab matcha whisk yang dibuat dengan tangan dari bahan golden bambu alami. Karena terbuat dari bahan alami, setiap whisk memiliki keunikan tersendiri yang mungkin berbeda dari gambar yang ditampilkan. Perbedaan ini adalah hal yan Checkout mudah melalui marketplace resmi Homelab.",in stock,new,350000 IDR,https://www.homelab.co.id/shop/zen-whiskjadeleaf,https://cf.shopee.co.id/file/id-11134207-7r990-m0coeaakyz3409,Homelab
Zen-WhiskPinkFlower,Golden Bamboo Chasen - Pink Flower,"Golden Bamboo Chasen varian Pink Flower dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Chasen / Matcha Whisk Golden Bamboo with Charm - Pengaduk Teh Matcha Green Tea Homelab matcha whisk yang dibuat dengan tangan dari bahan golden bambu alami. Karena terbuat dari bahan alami, setiap whisk memiliki keunikan tersendiri yang mungkin berbeda dari gambar yang ditampilkan. Perbedaan ini adalah hal yan Checkout mudah melalui marketplace resmi Homelab.",in stock,new,350000 IDR,https://www.homelab.co.id/shop/zen-whiskpinkflower,https://cf.shopee.co.id/file/id-11134207-7r990-m0coeaakyz3409,Homelab
Zen-WhiskJadeStar,Golden Bamboo Chasen - Jade Star,"Golden Bamboo Chasen varian Jade Star dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Chasen / Matcha Whisk Golden Bamboo with Charm - Pengaduk Teh Matcha Green Tea Homelab matcha whisk yang dibuat dengan tangan dari bahan golden bambu alami. Karena terbuat dari bahan alami, setiap whisk memiliki keunikan tersendiri yang mungkin berbeda dari gambar yang ditampilkan. Perbedaan ini adalah hal yan Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,350000 IDR,https://www.homelab.co.id/shop/zen-whiskjadestar,https://cf.shopee.co.id/file/id-11134207-7r990-m0coeaakyz3409,Homelab
Zen-WhiskGreenFlower,Golden Bamboo Chasen - Green Flower,"Golden Bamboo Chasen varian Green Flower dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Chasen / Matcha Whisk Golden Bamboo with Charm - Pengaduk Teh Matcha Green Tea Homelab matcha whisk yang dibuat dengan tangan dari bahan golden bambu alami. Karena terbuat dari bahan alami, setiap whisk memiliki keunikan tersendiri yang mungkin berbeda dari gambar yang ditampilkan. Perbedaan ini adalah hal yan Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,350000 IDR,https://www.homelab.co.id/shop/zen-whiskgreenflower,https://cf.shopee.co.id/file/id-11134207-7r990-m0coeaakyz3409,Homelab
Matcha-Bowl-Handle,Matcha Bowl Spout,"Matcha Bowl Spout dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Mangkok Matcha Premium (Chawan) Bahan Berkualitas: Dibuat dari Ceramic premium dengan finishing yang elegan atau tampilan doff yang mewah. Desain Khusus: Mulut wadah yang lebar khusus dirancang untuk pengadukan matcha, memastikan setiap seduhan Anda selalu halus dan sempurna. Ceremonial atau Biasa: Cocok digunakan u Checkout mudah melalui marketplace resmi Homelab.",out of stock,new,350000 IDR,https://www.homelab.co.id/shop/matcha-bowl-handle,https://cf.shopee.co.id/file/id-11134207-7rbk4-m71rkorz34oc98,Homelab
HL-Matcha-Bowl-52A,Matcha Bowl No.52,"Matcha Bowl No.52 varian A dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Matcha Bowl No.52 + Chasen Holder | Mangkuk Matcha Ceremonial Homelab Matcha Bowl ini dirancang untuk kebutuhan ritual matcha ceremonial dengan desain seimbang dan nyaman digunakan setiap hari. Bentuk mangkuk yang ergonomis membantu proses whisking lebih stabil serta menghasilkan foam matcha yang halus dan me Checkout mudah melalui marketplace resmi Homelab.",in stock,new,275990 IDR,https://www.homelab.co.id/shop/hl-matcha-bowl-52a,https://cf.shopee.co.id/file/id-11134207-82251-ml1y04ucz3eqdc,Homelab
HL-Matcha-Bowl-52B,Matcha Bowl No.52,"Matcha Bowl No.52 varian B dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Matcha Bowl No.52 + Chasen Holder | Mangkuk Matcha Ceremonial Homelab Matcha Bowl ini dirancang untuk kebutuhan ritual matcha ceremonial dengan desain seimbang dan nyaman digunakan setiap hari. Bentuk mangkuk yang ergonomis membantu proses whisking lebih stabil serta menghasilkan foam matcha yang halus dan me Checkout mudah melalui marketplace resmi Homelab.",in stock,new,275990 IDR,https://www.homelab.co.id/shop/hl-matcha-bowl-52b,https://cf.shopee.co.id/file/id-11134207-82251-ml1y04ucz3eqdc,Homelab
HL-Matcha-Bowl-52C,Matcha Bowl No.52,"Matcha Bowl No.52 varian C dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Matcha Bowl No.52 + Chasen Holder | Mangkuk Matcha Ceremonial Homelab Matcha Bowl ini dirancang untuk kebutuhan ritual matcha ceremonial dengan desain seimbang dan nyaman digunakan setiap hari. Bentuk mangkuk yang ergonomis membantu proses whisking lebih stabil serta menghasilkan foam matcha yang halus dan me Checkout mudah melalui marketplace resmi Homelab.",in stock,new,275990 IDR,https://www.homelab.co.id/shop/hl-matcha-bowl-52c,https://cf.shopee.co.id/file/id-11134207-82251-ml1y04ucz3eqdc,Homelab
HL-Matcha-Bowl-52D,Matcha Bowl No.52 - D,"Matcha Bowl No.52 varian D dari Homelab cocok untuk menyiapkan ritual matcha dengan alat yang rapi, nyaman, dan siap pakai. Anda mendapatkan pilihan produk yang praktis untuk kebutuhan harian, gifting, atau persiapan minuman di rumah dan cafe. Homelab Matcha Bowl No.52 + Chasen Holder | Mangkuk Matcha Ceremonial Homelab Matcha Bowl ini dirancang untuk kebutuhan ritual matcha ceremonial dengan desain seimbang dan nyaman digunakan setiap hari. Bentuk mangkuk yang ergonomis membantu proses whisking lebih stabil serta menghasilkan foam matcha yang halus dan me Checkout mudah melalui marketplace resmi Homelab.",in stock,new,275990 IDR,https://www.homelab.co.id/shop/hl-matcha-bowl-52d,https://cf.shopee.co.id/file/id-11134207-82251-ml1y04ucz3eqdc,Homelab
